 u_sabi                    SWAT+ Sep 8  2020    MODULAR Rev 2020.60.5                                     
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
59,2,28,1998,8,8,cha08           ,9.77,.00,9.77,312.,.322E+04,.821E+05,.161E+04,.00,.00,.634E+05,.325E+04,.138E+05,62.1,3.08,.269E-02,.275,.255,2.18,38.4,.00,38.4
59,2,28,1998,9,9,cha09           ,114.,.00,114.,.365E+04,.291E+07,.250E+07,.146E+07,.00,.00,.223E+06,.479E+04,.816E+06,348.,8.00,.332E-02,.527,.444,8.87,24.8,.00,24.8
59,2,28,1998,10,10,cha10           ,103.,.00,103.,.330E+04,.291E+07,.239E+07,.145E+07,.00,.00,.276E+06,.563E+04,.658E+06,333.,6.82,.217E-02,.330,.295,8.73,24.0,.00,24.0
59,2,28,1998,11,11,cha11           ,61.6,.00,61.6,.197E+04,.284E+07,.180E+07,.142E+07,.00,.00,.761E+05,.170E+04,.306E+06,254.,5.15,.139E-02,.160,.159,7.04,22.5,.00,22.5
59,2,28,1998,12,12,cha12           ,40.5,.00,40.5,.130E+04,.111E+05,.296E+07,.555E+04,.00,.00,.269E+07,.844E+05,.179E+06,178.,6.03,.445E-02,.554,.464,5.06,27.1,.00,27.1
59,2,28,1998,13,13,cha13           ,10.9,.00,10.9,348.,.353E+04,.269E+06,.176E+04,.00,.00,.223E+06,.123E+05,.312E+05,68.7,3.97,.411E-02,.447,.385,3.48,36.6,.00,36.6
90,3,31,1998,1,1,cha01           ,.515E-02,.00,.515E-02,.165,325.,189.,163.,.00,137.,.00,26.0,.00,81.2,3.80,.819E-02,.00,.505E-03,.00,.143E-01,.00,.143E-01
90,3,31,1998,2,2,cha02           ,.226,.00,.226,7.24,.846E+04,.233E+05,.423E+04,.00,.971E-08,.184E+05,608.,.00,119.,3.45,.553E-02,.841E-02,.854E-02,.00,.327,.00,.327
90,3,31,1998,3,3,cha03           ,.598E-01,.00,.598E-01,1.91,.577E+04,.334E+04,.288E+04,.00,.132E-07,424.,27.9,.00,76.9,2.23,.245E-02,.996E-03,.203E-02,.00,.177,.00,.177
90,3,31,1998,4,4,cha04           ,.465E-01,.00,.465E-01,1.49,.233E+04,.128E+04,.116E+04,.00,.108E+04,90.0,23.6,.00,61.4,2.11,.402E-02,.468E-03,.320E-02,.00,.201,.00,.201
90,3,31,1998,5,5,cha05           ,.255,.00,.255,8.14,.879E+04,.167E+05,.439E+04,.00,160.,.119E+05,471.,.00,170.,5.77,.645E-02,.715E-02,.751E-02,.00,.203,.00,.203
90,3,31,1998,6,6,cha06           ,.598E-02,.00,.598E-02,.191,159.,90.5,79.4,.00,68.2,.00,11.1,.00,130.,4.03,.596E-02,.00,.986E-04,.00,.743E-02,.00,.744E-02
90,3,31,1998,7,7,cha07           ,.261,.00,.261,8.34,.894E+04,.583E+04,.447E+04,.00,249.,.130E+04,65.7,.00,238.,5.18,.229E-02,.956E-03,.199E-02,.00,.118,.00,.118
90,3,31,1998,8,8,cha08           ,3.23,.00,3.23,103.,.234E-07,.307E+05,.117E-07,.00,.00,.288E+05,.188E+04,.00,62.1,3.12,.268E-02,.113,.131,.00,14.1,.00,14.1
90,3,31,1998,9,9,cha09           ,16.2,.00,16.2,519.,.170E+05,.738E+05,.852E+04,.00,.00,.635E+05,.180E+04,.00,348.,8.05,.331E-02,.136,.149,.00,3.90,.00,3.90
90,3,31,1998,10,10,cha10           ,13.8,.00,13.8,442.,.170E+05,.689E+05,.852E+04,.00,.00,.585E+05,.193E+04,.00,333.,6.85,.216E-02,.631E-01,.906E-01,.00,3.57,.00,3.57
90,3,31,1998,11,11,cha11           ,3.49,.00,3.49,112.,.894E+04,.492E+04,.447E+04,.00,242.,288.,159.,.00,254.,5.15,.139E-02,.547E-03,.134E-01,.00,1.41,.00,1.41
90,3,31,1998,12,12,cha12           ,10.3,.00,10.3,330.,.810E+04,.130E+07,.405E+04,.00,.00,.125E+07,.460E+05,.00,178.,6.10,.445E-02,.234,.224,.00,7.64,.00,7.64
90,3,31,1998,13,13,cha13           ,2.40,.00,2.40,76.9,.234E-07,.764E+05,.117E-07,.00,.00,.712E+05,.520E+04,.00,68.7,4.03,.410E-02,.129,.143,.00,8.95,.00,8.95
120,4,30,1998,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,81.2,3.80,.819E-02,.00,.00,.00,.300E-04,.00,.300E-04
120,4,30,1998,2,2,cha02           ,.276E-03,.00,.278E-03,.883E-02,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,119.,3.45,.553E-02,.00,.00,.00,.385E-03,.00,.389E-03
120,4,30,1998,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.9,2.23,.245E-02,.00,.00,.00,.300E-04,.00,.300E-04
120,4,30,1998,4,4,cha04           ,.479E-04,.00,.484E-04,.153E-02,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.4,2.11,.402E-02,.00,.00,.00,.200E-03,.00,.203E-03
120,4,30,1998,5,5,cha05           ,.296E-03,.00,.297E-03,.946E-02,.632E-07,.316E-07,.316E-07,.00,.316E-07,.00,.00,.00,170.,5.77,.645E-02,.00,.00,.00,.228E-03,.00,.229E-03
120,4,30,1998,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,130.,4.03,.596E-02,.00,.00,.00,.300E-04,.00,.300E-04
120,4,30,1998,7,7,cha07           ,.327E-03,.00,.331E-03,.104E-01,.103E-06,.514E-07,.514E-07,.00,.514E-07,.00,.00,.00,238.,5.18,.229E-02,.00,.00,.00,.143E-03,.00,.145E-03
120,4,30,1998,8,8,cha08           ,2.16,.00,2.16,69.2,.227E-07,.180E+05,.113E-07,.00,.00,.167E+05,.128E+04,.00,62.2,3.15,.268E-02,.677E-01,.912E-01,.00,9.12,.00,9.12
120,4,30,1998,9,9,cha09           ,10.3,.00,10.3,329.,.297E-06,.364E+05,.149E-06,.00,.00,.352E+05,.117E+04,.00,348.,8.09,.330E-02,.778E-01,.100,.00,2.39,.00,2.39
120,4,30,1998,10,10,cha10           ,9.21,.00,9.21,295.,.254E-06,.317E+05,.127E-06,.00,.00,.304E+05,.126E+04,.00,333.,6.87,.216E-02,.339E-01,.609E-01,.00,2.30,.00,2.30
120,4,30,1998,11,11,cha11           ,2.16,.00,2.16,69.2,.153E-06,67.0,.763E-07,.00,.182E-07,.00,67.0,.00,254.,5.15,.139E-02,.00,.580E-02,.00,.847,.00,.847
120,4,30,1998,12,12,cha12           ,7.05,.00,7.05,226.,.747E-07,.856E+06,.374E-07,.00,.00,.823E+06,.332E+05,.00,178.,6.17,.445E-02,.158,.165,.00,5.05,.00,5.05
120,4,30,1998,13,13,cha13           ,1.06,.00,1.06,33.8,.226E-07,.286E+05,.113E-07,.00,.226E-08,.263E+05,.236E+04,.00,68.8,4.06,.410E-02,.490E-01,.669E-01,.00,3.81,.00,3.81
151,5,31,1998,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,81.2,3.80,.819E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1998,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,119.,3.45,.553E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1998,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.9,2.23,.245E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1998,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.4,2.11,.402E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1998,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,170.,5.77,.645E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1998,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,130.,4.03,.596E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1998,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,238.,5.18,.229E-02,.00,.00,.00,.310E-04,.00,.310E-04
151,5,31,1998,8,8,cha08           ,.241E-01,.00,.241E-01,.770,.234E-07,1.57,.117E-07,.00,.110E-07,.00,1.57,.00,62.2,3.16,.268E-02,.00,.108E-03,.00,.105,.00,.105
151,5,31,1998,9,9,cha09           ,.156,.00,.156,5.00,.303E-06,4.93,.151E-06,.00,.136E-06,.00,4.93,.00,348.,8.09,.330E-02,.00,.405E-03,.00,.376E-01,.00,.376E-01
151,5,31,1998,10,10,cha10           ,.155,.00,.155,4.95,.263E-06,.908,.131E-06,.00,.123E-06,.00,.908,.00,333.,6.87,.216E-02,.00,.424E-04,.00,.400E-01,.00,.400E-01
151,5,31,1998,11,11,cha11           ,.242E-01,.00,.242E-01,.773,.161E-06,.804E-07,.804E-07,.00,.804E-07,.00,.00,.00,254.,5.15,.139E-02,.00,.00,.00,.977E-02,.00,.979E-02
151,5,31,1998,12,12,cha12           ,.131,.00,.131,4.18,.779E-07,.110E+04,.389E-07,.00,.314E-07,582.,522.,.00,178.,6.19,.445E-02,.108E-03,.251E-02,.00,.966E-01,.00,.967E-01
151,5,31,1998,13,13,cha13           ,.121E-02,.00,.122E-02,.388E-01,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,68.8,4.06,.410E-02,.00,.00,.00,.452E-02,.00,.453E-02
181,6,30,1998,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,81.2,3.80,.819E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1998,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,119.,3.45,.553E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1998,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.9,2.23,.245E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1998,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.4,2.11,.402E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1998,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.637E-07,.318E-07,.318E-07,.00,.318E-07,.00,.00,.00,170.,5.77,.645E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1998,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,130.,4.03,.596E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1998,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.104E-06,.522E-07,.522E-07,.00,.522E-07,.00,.00,.00,238.,5.18,.229E-02,.00,.00,.00,.300E-04,.00,.300E-04
181,6,30,1998,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,62.2,3.16,.268E-02,.00,.00,.00,.294E-04,.00,.294E-04
181,6,30,1998,9,9,cha09           ,.129E-03,.00,.130E-03,.414E-02,.300E-06,.150E-06,.150E-06,.00,.150E-06,.00,.00,.00,348.,8.09,.330E-02,.00,.00,.00,.301E-04,.00,.302E-04
181,6,30,1998,10,10,cha10           ,.121E-03,.00,.121E-03,.386E-02,.258E-06,.129E-06,.129E-06,.00,.129E-06,.00,.00,.00,333.,6.87,.216E-02,.00,.00,.00,.301E-04,.00,.302E-04
181,6,30,1998,11,11,cha11           ,.764E-04,.00,.765E-04,.245E-02,.156E-06,.780E-07,.780E-07,.00,.780E-07,.00,.00,.00,254.,5.15,.139E-02,.00,.00,.00,.299E-04,.00,.299E-04
181,6,30,1998,12,12,cha12           ,.422E-04,.00,.426E-04,.135E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,178.,6.19,.445E-02,.00,.00,.00,.303E-04,.00,.305E-04
181,6,30,1998,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,68.8,4.06,.410E-02,.00,.00,.00,.293E-04,.00,.293E-04
212,7,31,1998,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,81.2,3.80,.819E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1998,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,119.,3.45,.553E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1998,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.9,2.23,.245E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1998,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.4,2.11,.402E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1998,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,170.,5.77,.645E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1998,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,130.,4.03,.596E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1998,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,238.,5.18,.229E-02,.00,.00,.00,.310E-04,.00,.310E-04
212,7,31,1998,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,62.2,3.16,.268E-02,.00,.00,.00,.304E-04,.00,.304E-04
212,7,31,1998,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.311E-06,.156E-06,.156E-06,.00,.156E-06,.00,.00,.00,348.,8.09,.330E-02,.00,.00,.00,.308E-04,.00,.308E-04
212,7,31,1998,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.267E-06,.134E-06,.134E-06,.00,.134E-06,.00,.00,.00,333.,6.87,.216E-02,.00,.00,.00,.308E-04,.00,.308E-04
212,7,31,1998,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.161E-06,.806E-07,.806E-07,.00,.806E-07,.00,.00,.00,254.,5.15,.139E-02,.00,.00,.00,.309E-04,.00,.309E-04
212,7,31,1998,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,178.,6.19,.445E-02,.00,.00,.00,.307E-04,.00,.307E-04
212,7,31,1998,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,68.8,4.06,.410E-02,.00,.00,.00,.303E-04,.00,.303E-04
243,8,31,1998,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,81.2,3.80,.819E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1998,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,119.,3.45,.553E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1998,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.9,2.23,.245E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1998,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.275E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,61.4,2.11,.402E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1998,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.658E-07,.329E-07,.329E-07,.00,.329E-07,.00,.00,.00,170.,5.77,.645E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1998,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,130.,4.03,.596E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1998,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.108E-06,.540E-07,.540E-07,.00,.540E-07,.00,.00,.00,238.,5.18,.229E-02,.00,.00,.00,.310E-04,.00,.310E-04
243,8,31,1998,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,62.2,3.16,.268E-02,.00,.00,.00,.304E-04,.00,.304E-04
243,8,31,1998,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.311E-06,.156E-06,.156E-06,.00,.156E-06,.00,.00,.00,348.,8.09,.330E-02,.00,.00,.00,.308E-04,.00,.308E-04
243,8,31,1998,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.267E-06,.134E-06,.134E-06,.00,.134E-06,.00,.00,.00,333.,6.87,.216E-02,.00,.00,.00,.308E-04,.00,.308E-04
243,8,31,1998,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.161E-06,.806E-07,.806E-07,.00,.806E-07,.00,.00,.00,254.,5.15,.139E-02,.00,.00,.00,.309E-04,.00,.309E-04
243,8,31,1998,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.779E-07,.389E-07,.389E-07,.00,.389E-07,.00,.00,.00,178.,6.19,.445E-02,.00,.00,.00,.307E-04,.00,.307E-04
243,8,31,1998,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,68.8,4.06,.410E-02,.00,.00,.00,.303E-04,.00,.303E-04
273,9,30,1998,1,1,cha01           ,.112E-04,.00,.112E-04,.358E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,81.2,3.80,.819E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1998,2,2,cha02           ,.215E-04,.00,.215E-04,.687E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,119.,3.45,.553E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1998,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.265E-07,.132E-07,.132E-07,.00,.132E-07,.00,.00,.00,76.9,2.23,.245E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1998,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.4,2.11,.402E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1998,5,5,cha05           ,.389E-04,.00,.389E-04,.124E-02,.637E-07,.318E-07,.318E-07,.00,.318E-07,.00,.00,.00,170.,5.77,.645E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1998,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.224E-07,.112E-07,.112E-07,.00,.112E-07,.00,.00,.00,130.,4.03,.596E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1998,7,7,cha07           ,.686E-04,.00,.686E-04,.219E-02,.104E-06,.522E-07,.522E-07,.00,.522E-07,.00,.00,.00,238.,5.18,.229E-02,.00,.00,.00,.300E-04,.00,.300E-04
273,9,30,1998,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.227E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,62.2,3.16,.268E-02,.00,.00,.00,.294E-04,.00,.294E-04
273,9,30,1998,9,9,cha09           ,.128E-03,.00,.128E-03,.409E-02,.301E-06,.151E-06,.151E-06,.00,.151E-06,.00,.00,.00,348.,8.09,.330E-02,.00,.00,.00,.298E-04,.00,.298E-04
273,9,30,1998,10,10,cha10           ,.119E-03,.00,.119E-03,.382E-02,.258E-06,.129E-06,.129E-06,.00,.129E-06,.00,.00,.00,333.,6.87,.216E-02,.00,.00,.00,.298E-04,.00,.298E-04
273,9,30,1998,11,11,cha11           ,.764E-04,.00,.764E-04,.245E-02,.156E-06,.780E-07,.780E-07,.00,.780E-07,.00,.00,.00,254.,5.15,.139E-02,.00,.00,.00,.299E-04,.00,.299E-04
273,9,30,1998,12,12,cha12           ,.414E-04,.00,.414E-04,.133E-02,.754E-07,.377E-07,.377E-07,.00,.377E-07,.00,.00,.00,178.,6.19,.445E-02,.00,.00,.00,.297E-04,.00,.297E-04
273,9,30,1998,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.226E-07,.113E-07,.113E-07,.00,.113E-07,.00,.00,.00,68.8,4.06,.410E-02,.00,.00,.00,.293E-04,.00,.293E-04
304,10,31,1998,1,1,cha01           ,.780,.00,.780,25.0,.146E+06,.116E+06,.731E+05,.00,.112E-07,.412E+05,.169E+04,.00,81.2,3.80,.819E-02,.418E-01,.328E-01,.00,2.16,.00,2.16
304,10,31,1998,2,2,cha02           ,.685,.00,.685,21.9,.301E+05,.647E+05,.151E+05,.00,.112E-07,.484E+05,.129E+04,.00,119.,3.45,.553E-02,.221E-01,.181E-01,.00,.989,.00,.989
304,10,31,1998,3,3,cha03           ,.105E-04,.00,.105E-04,.335E-03,.274E-07,.137E-07,.137E-07,.00,.137E-07,.00,.00,.00,76.9,2.23,.245E-02,.00,.00,.00,.310E-04,.00,.310E-04
304,10,31,1998,4,4,cha04           ,.112,.00,.112,3.58,.115E+05,.704E+04,.575E+04,.00,.133E-07,.125E+04,47.5,.00,61.4,2.11,.402E-02,.650E-02,.645E-02,.00,.484,.00,.484
304,10,31,1998,5,5,cha05           ,1.47,.00,1.47,46.9,.176E+06,.158E+06,.881E+05,.00,24.8,.682E+05,.213E+04,.00,170.,5.77,.645E-02,.411E-01,.339E-01,.00,1.17,.00,1.17
304,10,31,1998,6,6,cha06           ,.249E-04,.00,.249E-04,.797E-03,.231E-07,.116E-07,.116E-07,.00,.116E-07,.00,.00,.00,130.,4.03,.596E-02,.00,.00,.00,.310E-04,.00,.310E-04
304,10,31,1998,7,7,cha07           ,1.47,.00,1.47,46.9,.176E+06,.104E+06,.881E+05,.00,60.0,.158E+05,392.,.00,238.,5.18,.229E-02,.117E-01,.119E-01,.00,.662,.00,.662
304,10,31,1998,8,8,cha08           ,.697E-05,.00,.697E-05,.223E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,62.2,3.16,.268E-02,.00,.00,.00,.304E-04,.00,.304E-04
304,10,31,1998,9,9,cha09           ,1.58,.00,1.58,50.5,.188E+06,.100E+06,.939E+05,.00,243.,.614E+04,158.,.00,348.,8.10,.330E-02,.131E-01,.130E-01,.00,.380,.00,.380
304,10,31,1998,10,10,cha10           ,1.58,.00,1.58,50.5,.188E+06,.102E+06,.939E+05,.00,180.,.775E+04,199.,.00,333.,6.87,.216E-02,.836E-02,.930E-02,.00,.407,.00,.407
304,10,31,1998,11,11,cha11           ,1.47,.00,1.47,46.9,.176E+06,.912E+05,.881E+05,.00,115.,.297E+04,85.6,.00,254.,5.15,.139E-02,.564E-02,.717E-02,.00,.593,.00,.593
304,10,31,1998,12,12,cha12           ,.112,.00,.112,3.58,.115E+05,.190E+05,.575E+04,.00,4.65,.126E+05,666.,.00,178.,6.19,.445E-02,.235E-02,.320E-02,.00,.828E-01,.00,.828E-01
304,10,31,1998,13,13,cha13           ,.813E-05,.00,.813E-05,.260E-03,.234E-07,.117E-07,.117E-07,.00,.117E-07,.00,.00,.00,68.8,4.06,.410E-02,.00,.00,.00,.303E-04,.00,.303E-04
334,11,30,1998,1,1,cha01           ,.113E-01,.00,.113E-01,.361,.224E-07,96.2,.112E-07,.00,.104E-07,26.3,69.9,.00,81.3,3.81,.819E-02,.276E-04,.140E-02,.00,.302E-01,.00,.302E-01
334,11,30,1998,2,2,cha02           ,.323,.00,.323,10.3,.700E+04,.315E+05,.350E+04,.00,.108E-07,.272E+05,775.,.00,119.,3.46,.553E-02,.128E-01,.112E-01,.00,.452,.00,.451
334,11,30,1998,3,3,cha03           ,.931E-01,.00,.930E-01,2.98,.892E+04,.536E+04,.446E+04,.00,.128E-07,857.,40.3,.00,76.9,2.23,.245E-02,.208E-02,.302E-02,.00,.267,.00,.266
334,11,30,1998,4,4,cha04           ,.716E-05,.00,.716E-05,.229E-03,.266E-07,.133E-07,.133E-07,.00,.133E-07,.00,.00,.00,61.4,2.11,.402E-02,.00,.00,.00,.300E-04,.00,.300E-04
334,11,30,1998,5,5,cha05           ,.511,.00,.511,16.4,.699E+04,.290E+05,.350E+04,.00,.265E-07,.245E+05,.103E+04,.00,170.,5.78,.645E-02,.152E-01,.169E-01,.00,.395,.00,.394
334,11,30,1998,6,6,cha06           ,.688,.00,.688,22.0,.232E+05,.840E+05,.116E+05,.00,.108E-07,.704E+05,.200E+04,.00,130.,4.03,.596E-02,.224E-01,.183E-01,.00,.828,.00,.828
334,11,30,1998,7,7,cha07           ,1.25,.00,1.25,40.0,.313E+05,.270E+05,.157E+05,.00,542.,.111E+05,282.,.00,238.,5.18,.229E-02,.845E-02,.883E-02,.00,.546,.00,.546
334,11,30,1998,8,8,cha08           ,.484E-01,.00,.483E-01,1.55,.227E-07,54.5,.113E-07,.00,.982E-08,32.9,21.6,.00,62.2,3.16,.268E-02,.133E-03,.153E-02,.00,.204,.00,.204
334,11,30,1998,9,9,cha09           ,1.66,.00,1.66,53.2,.407E+05,.255E+05,.204E+05,.00,677.,.498E+04,152.,.00,348.,8.10,.330E-02,.110E-01,.129E-01,.00,.387,.00,.387
334,11,30,1998,10,10,cha10           ,1.55,.00,1.55,49.6,.407E+05,.267E+05,.204E+05,.00,822.,.613E+04,165.,.00,333.,6.87,.216E-02,.683E-02,.798E-02,.00,.388,.00,.387
334,11,30,1998,11,11,cha11           ,1.30,.00,1.30,41.6,.314E+05,.181E+05,.157E+05,.00,607.,.236E+04,60.6,.00,254.,5.15,.139E-02,.463E-02,.525E-02,.00,.509,.00,.509
334,11,30,1998,12,12,cha12           ,.240,.00,.240,7.68,.891E+04,.254E+05,.446E+04,.00,.327E-07,.197E+05,.125E+04,.00,178.,6.19,.445E-02,.379E-02,.621E-02,.00,.172,.00,.172
