Jday,Day,Month,Year,HRUID,GIS_ID,HRU,Area(km2),lateral_flow(m3),surface_runoff(m3),ET(m3)
249,9,5,1996,12,12,hru12           ,132.,.00,.131,.378
249,9,5,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
250,9,6,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
250,9,6,1996,2,2,hru02           ,.215E+04,.00,2.15,6.16
250,9,6,1996,3,3,hru03           ,968.,.00,.968,.00
250,9,6,1996,4,4,hru04           ,905.,.00,.905,.00
250,9,6,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
250,9,6,1996,6,6,hru06           ,536.,.00,.535,1.63
250,9,6,1996,7,7,hru07           ,619.,.00,.619,.00
250,9,6,1996,8,8,hru08           ,615.,.00,.603,1.87
250,9,6,1996,9,9,hru09           ,719.,.00,.703,2.19
250,9,6,1996,10,10,hru10           ,414.,.00,.414,1.18
250,9,6,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
250,9,6,1996,12,12,hru12           ,132.,.00,.131,.378
250,9,6,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
251,9,7,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
251,9,7,1996,2,2,hru02           ,.215E+04,.00,2.15,6.16
251,9,7,1996,3,3,hru03           ,968.,.00,.968,.00
251,9,7,1996,4,4,hru04           ,905.,.00,.905,.00
251,9,7,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
251,9,7,1996,6,6,hru06           ,536.,.00,.535,1.53
251,9,7,1996,7,7,hru07           ,619.,.00,.619,.00
251,9,7,1996,8,8,hru08           ,615.,.00,.603,1.76
251,9,7,1996,9,9,hru09           ,719.,.00,.703,2.19
251,9,7,1996,10,10,hru10           ,414.,.00,.414,1.18
251,9,7,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
251,9,7,1996,12,12,hru12           ,132.,.00,.131,.378
251,9,7,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
252,9,8,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
252,9,8,1996,2,2,hru02           ,.215E+04,.00,2.15,6.16
252,9,8,1996,3,3,hru03           ,968.,.00,.968,.00
252,9,8,1996,4,4,hru04           ,905.,.00,.905,.00
252,9,8,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
252,9,8,1996,6,6,hru06           ,536.,.00,.535,1.53
252,9,8,1996,7,7,hru07           ,619.,.00,.619,.00
252,9,8,1996,8,8,hru08           ,615.,.00,.603,1.76
252,9,8,1996,9,9,hru09           ,719.,.00,.703,2.06
252,9,8,1996,10,10,hru10           ,414.,.00,.414,1.18
252,9,8,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
252,9,8,1996,12,12,hru12           ,132.,.00,.131,.378
252,9,8,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
253,9,9,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
253,9,9,1996,2,2,hru02           ,.215E+04,.00,2.15,6.16
253,9,9,1996,3,3,hru03           ,968.,.00,.968,.00
253,9,9,1996,4,4,hru04           ,905.,.00,.905,.00
253,9,9,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
253,9,9,1996,6,6,hru06           ,536.,.00,.535,1.53
253,9,9,1996,7,7,hru07           ,619.,.00,.619,.00
253,9,9,1996,8,8,hru08           ,615.,.00,.603,1.76
253,9,9,1996,9,9,hru09           ,719.,.00,.703,2.06
253,9,9,1996,10,10,hru10           ,414.,.00,.414,1.18
253,9,9,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
253,9,9,1996,12,12,hru12           ,132.,.00,.131,.378
253,9,9,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
254,9,10,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
254,9,10,1996,2,2,hru02           ,.215E+04,.00,2.15,6.16
254,9,10,1996,3,3,hru03           ,968.,.00,.968,.00
254,9,10,1996,4,4,hru04           ,905.,.00,.905,.00
254,9,10,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
254,9,10,1996,6,6,hru06           ,536.,.00,.535,1.53
254,9,10,1996,7,7,hru07           ,619.,.00,.619,.00
254,9,10,1996,8,8,hru08           ,615.,.00,.603,1.76
254,9,10,1996,9,9,hru09           ,719.,.00,.703,2.19
254,9,10,1996,10,10,hru10           ,414.,.00,.414,1.18
254,9,10,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
254,9,10,1996,12,12,hru12           ,132.,.00,.131,.378
254,9,10,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
255,9,11,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
255,9,11,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
255,9,11,1996,3,3,hru03           ,968.,.00,.968,.00
255,9,11,1996,4,4,hru04           ,905.,.00,.905,.00
255,9,11,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
255,9,11,1996,6,6,hru06           ,536.,.00,.535,1.63
255,9,11,1996,7,7,hru07           ,619.,.00,.619,.00
255,9,11,1996,8,8,hru08           ,615.,.00,.603,1.76
255,9,11,1996,9,9,hru09           ,719.,.00,.703,2.19
255,9,11,1996,10,10,hru10           ,414.,.00,.414,1.18
255,9,11,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
255,9,11,1996,12,12,hru12           ,132.,.00,.131,.378
255,9,11,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
256,9,12,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
256,9,12,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
256,9,12,1996,3,3,hru03           ,968.,.00,.968,.00
256,9,12,1996,4,4,hru04           ,905.,.00,.905,.00
256,9,12,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
256,9,12,1996,6,6,hru06           ,536.,.00,.535,1.53
256,9,12,1996,7,7,hru07           ,619.,.00,.619,.00
256,9,12,1996,8,8,hru08           ,615.,.00,.603,1.76
256,9,12,1996,9,9,hru09           ,719.,.00,.703,2.06
256,9,12,1996,10,10,hru10           ,414.,.00,.414,1.18
256,9,12,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
256,9,12,1996,12,12,hru12           ,132.,.00,.131,.378
256,9,12,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
257,9,13,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
257,9,13,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
257,9,13,1996,3,3,hru03           ,968.,.00,.968,.00
257,9,13,1996,4,4,hru04           ,905.,.00,.905,.00
257,9,13,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
257,9,13,1996,6,6,hru06           ,536.,.00,.535,1.53
257,9,13,1996,7,7,hru07           ,619.,.00,.619,.00
257,9,13,1996,8,8,hru08           ,615.,.00,.603,1.76
257,9,13,1996,9,9,hru09           ,719.,.00,.703,2.06
257,9,13,1996,10,10,hru10           ,414.,.00,.414,1.18
257,9,13,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
257,9,13,1996,12,12,hru12           ,132.,.00,.131,.378
257,9,13,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
258,9,14,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
258,9,14,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
258,9,14,1996,3,3,hru03           ,968.,.00,.968,.00
258,9,14,1996,4,4,hru04           ,905.,.00,.905,.00
258,9,14,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
258,9,14,1996,6,6,hru06           ,536.,.00,.535,1.53
258,9,14,1996,7,7,hru07           ,619.,.00,.619,.00
258,9,14,1996,8,8,hru08           ,615.,.00,.603,1.76
258,9,14,1996,9,9,hru09           ,719.,.00,.703,2.06
258,9,14,1996,10,10,hru10           ,414.,.00,.414,1.18
258,9,14,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
258,9,14,1996,12,12,hru12           ,132.,.00,.131,.378
258,9,14,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
259,9,15,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
259,9,15,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
259,9,15,1996,3,3,hru03           ,968.,.00,.968,.00
259,9,15,1996,4,4,hru04           ,905.,.00,.905,.00
259,9,15,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
259,9,15,1996,6,6,hru06           ,536.,.00,.535,1.63
259,9,15,1996,7,7,hru07           ,619.,.00,.619,.00
259,9,15,1996,8,8,hru08           ,615.,.00,.603,1.87
259,9,15,1996,9,9,hru09           ,719.,.00,.703,2.19
259,9,15,1996,10,10,hru10           ,414.,.00,.414,1.18
259,9,15,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
259,9,15,1996,12,12,hru12           ,132.,.00,.131,.378
259,9,15,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
260,9,16,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
260,9,16,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
260,9,16,1996,3,3,hru03           ,968.,.00,.968,.00
260,9,16,1996,4,4,hru04           ,905.,.00,.905,.159E+07
260,9,16,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
260,9,16,1996,6,6,hru06           ,536.,.00,.535,1.63
260,9,16,1996,7,7,hru07           ,619.,.00,.619,.00
260,9,16,1996,8,8,hru08           ,615.,.00,.603,1.87
260,9,16,1996,9,9,hru09           ,719.,.00,.703,2.19
260,9,16,1996,10,10,hru10           ,414.,.00,.414,1.18
260,9,16,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
260,9,16,1996,12,12,hru12           ,132.,.00,.131,.378
260,9,16,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
261,9,17,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
261,9,17,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
261,9,17,1996,3,3,hru03           ,968.,.00,.968,.00
261,9,17,1996,4,4,hru04           ,905.,.00,.905,.00
261,9,17,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
261,9,17,1996,6,6,hru06           ,536.,.00,.535,1.63
261,9,17,1996,7,7,hru07           ,619.,.00,.619,.00
261,9,17,1996,8,8,hru08           ,615.,.00,.603,1.87
261,9,17,1996,9,9,hru09           ,719.,.00,.703,2.19
261,9,17,1996,10,10,hru10           ,414.,.00,.414,1.18
261,9,17,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
261,9,17,1996,12,12,hru12           ,132.,.00,.131,.378
261,9,17,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
262,9,18,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
262,9,18,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
262,9,18,1996,3,3,hru03           ,968.,.00,.968,.00
262,9,18,1996,4,4,hru04           ,905.,.00,.905,.00
262,9,18,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
262,9,18,1996,6,6,hru06           ,536.,.00,.535,1.53
262,9,18,1996,7,7,hru07           ,619.,.00,.619,.00
262,9,18,1996,8,8,hru08           ,615.,.00,.603,1.76
262,9,18,1996,9,9,hru09           ,719.,.00,.703,2.06
262,9,18,1996,10,10,hru10           ,414.,.00,.414,1.18
262,9,18,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
262,9,18,1996,12,12,hru12           ,132.,.00,.131,.378
262,9,18,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
263,9,19,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
263,9,19,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
263,9,19,1996,3,3,hru03           ,968.,.00,.968,.00
263,9,19,1996,4,4,hru04           ,905.,.00,.905,.00
263,9,19,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
263,9,19,1996,6,6,hru06           ,536.,.00,.535,1.63
263,9,19,1996,7,7,hru07           ,619.,.00,.619,.00
263,9,19,1996,8,8,hru08           ,615.,.00,.603,1.76
263,9,19,1996,9,9,hru09           ,719.,.00,.703,2.19
263,9,19,1996,10,10,hru10           ,414.,.00,.414,1.18
263,9,19,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
263,9,19,1996,12,12,hru12           ,132.,.00,.131,.378
263,9,19,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
264,9,20,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
264,9,20,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
264,9,20,1996,3,3,hru03           ,968.,.00,.968,.00
264,9,20,1996,4,4,hru04           ,905.,.00,.905,.00
264,9,20,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
264,9,20,1996,6,6,hru06           ,536.,.00,.535,1.63
264,9,20,1996,7,7,hru07           ,619.,.00,.619,.00
264,9,20,1996,8,8,hru08           ,615.,.00,.603,1.87
264,9,20,1996,9,9,hru09           ,719.,.00,.703,2.19
264,9,20,1996,10,10,hru10           ,414.,.00,.414,1.18
264,9,20,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
264,9,20,1996,12,12,hru12           ,132.,.00,.131,.378
264,9,20,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
265,9,21,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
265,9,21,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
265,9,21,1996,3,3,hru03           ,968.,.00,.968,.00
265,9,21,1996,4,4,hru04           ,905.,.00,.905,.00
265,9,21,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
265,9,21,1996,6,6,hru06           ,536.,.00,.535,1.63
265,9,21,1996,7,7,hru07           ,619.,.00,.619,.00
265,9,21,1996,8,8,hru08           ,615.,.00,.603,1.87
265,9,21,1996,9,9,hru09           ,719.,.00,.703,2.19
265,9,21,1996,10,10,hru10           ,414.,.00,.414,1.18
265,9,21,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
265,9,21,1996,12,12,hru12           ,132.,.00,.131,.378
265,9,21,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
266,9,22,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
266,9,22,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
266,9,22,1996,3,3,hru03           ,968.,.00,.968,.00
266,9,22,1996,4,4,hru04           ,905.,.00,.905,.00
266,9,22,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
266,9,22,1996,6,6,hru06           ,536.,.00,.535,1.63
266,9,22,1996,7,7,hru07           ,619.,.00,.619,.00
266,9,22,1996,8,8,hru08           ,615.,.00,.603,1.87
266,9,22,1996,9,9,hru09           ,719.,.00,.703,2.19
266,9,22,1996,10,10,hru10           ,414.,.00,.414,1.18
266,9,22,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
266,9,22,1996,12,12,hru12           ,132.,.00,.131,.378
266,9,22,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
267,9,23,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
267,9,23,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
267,9,23,1996,3,3,hru03           ,968.,.00,.968,.00
267,9,23,1996,4,4,hru04           ,905.,.00,.905,.00
267,9,23,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
267,9,23,1996,6,6,hru06           ,536.,.00,.535,1.63
267,9,23,1996,7,7,hru07           ,619.,.00,.619,.00
267,9,23,1996,8,8,hru08           ,615.,.00,.603,1.87
267,9,23,1996,9,9,hru09           ,719.,.00,.703,2.19
267,9,23,1996,10,10,hru10           ,414.,.00,.414,1.18
267,9,23,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
267,9,23,1996,12,12,hru12           ,132.,.00,.131,.378
267,9,23,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
268,9,24,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
268,9,24,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
268,9,24,1996,3,3,hru03           ,968.,.00,.968,.00
268,9,24,1996,4,4,hru04           ,905.,.00,.905,.00
268,9,24,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
268,9,24,1996,6,6,hru06           ,536.,.00,.535,1.63
268,9,24,1996,7,7,hru07           ,619.,.00,.619,.00
268,9,24,1996,8,8,hru08           ,615.,.00,.603,1.87
268,9,24,1996,9,9,hru09           ,719.,.00,.703,2.19
268,9,24,1996,10,10,hru10           ,414.,.00,.414,1.18
268,9,24,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
268,9,24,1996,12,12,hru12           ,132.,.00,.131,.378
268,9,24,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
269,9,25,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
269,9,25,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
269,9,25,1996,3,3,hru03           ,968.,.00,.968,.00
269,9,25,1996,4,4,hru04           ,905.,.00,.905,.00
269,9,25,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
269,9,25,1996,6,6,hru06           ,536.,.00,.535,1.63
269,9,25,1996,7,7,hru07           ,619.,.00,.619,.00
269,9,25,1996,8,8,hru08           ,615.,.00,.603,1.76
269,9,25,1996,9,9,hru09           ,719.,.00,.703,2.19
269,9,25,1996,10,10,hru10           ,414.,.00,.414,1.18
269,9,25,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
269,9,25,1996,12,12,hru12           ,132.,.00,.131,.378
269,9,25,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
270,9,26,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
270,9,26,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
270,9,26,1996,3,3,hru03           ,968.,.00,.968,.00
270,9,26,1996,4,4,hru04           ,905.,.00,.905,.00
270,9,26,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
270,9,26,1996,6,6,hru06           ,536.,.00,.535,1.53
270,9,26,1996,7,7,hru07           ,619.,.00,.619,.00
270,9,26,1996,8,8,hru08           ,615.,.00,.603,1.76
270,9,26,1996,9,9,hru09           ,719.,.00,.703,2.06
270,9,26,1996,10,10,hru10           ,414.,.00,.414,1.18
270,9,26,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
270,9,26,1996,12,12,hru12           ,132.,.00,.131,.378
270,9,26,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
271,9,27,1996,1,1,hru01           ,.186E+04,.00,1.85,5.31
271,9,27,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
271,9,27,1996,3,3,hru03           ,968.,.00,.968,.00
271,9,27,1996,4,4,hru04           ,905.,.00,.905,.00
271,9,27,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
271,9,27,1996,6,6,hru06           ,536.,.00,.535,1.63
271,9,27,1996,7,7,hru07           ,619.,.00,.619,.00
271,9,27,1996,8,8,hru08           ,615.,.00,.603,1.87
271,9,27,1996,9,9,hru09           ,719.,.00,.703,2.19
271,9,27,1996,10,10,hru10           ,414.,.00,.414,1.18
271,9,27,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
271,9,27,1996,12,12,hru12           ,132.,.00,.131,.378
271,9,27,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
272,9,28,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
272,9,28,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
272,9,28,1996,3,3,hru03           ,968.,.00,.968,.00
272,9,28,1996,4,4,hru04           ,905.,.00,.905,.00
272,9,28,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
272,9,28,1996,6,6,hru06           ,536.,.00,.535,1.63
272,9,28,1996,7,7,hru07           ,619.,.00,.619,.00
272,9,28,1996,8,8,hru08           ,615.,.00,.603,1.87
272,9,28,1996,9,9,hru09           ,719.,.00,.703,2.19
272,9,28,1996,10,10,hru10           ,414.,.00,.414,1.18
272,9,28,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
272,9,28,1996,12,12,hru12           ,132.,.00,.131,.378
272,9,28,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
273,9,29,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
273,9,29,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
273,9,29,1996,3,3,hru03           ,968.,.00,.968,.00
273,9,29,1996,4,4,hru04           ,905.,.00,.905,.00
273,9,29,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
273,9,29,1996,6,6,hru06           ,536.,.00,.535,1.63
273,9,29,1996,7,7,hru07           ,619.,.00,.619,.00
273,9,29,1996,8,8,hru08           ,615.,.00,.603,1.87
273,9,29,1996,9,9,hru09           ,719.,.00,.703,2.19
273,9,29,1996,10,10,hru10           ,414.,.00,.414,1.18
273,9,29,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
273,9,29,1996,12,12,hru12           ,132.,.00,.131,.378
273,9,29,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
274,9,30,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
274,9,30,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
274,9,30,1996,3,3,hru03           ,968.,.00,.968,.00
274,9,30,1996,4,4,hru04           ,905.,.00,.905,.317E+07
274,9,30,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
274,9,30,1996,6,6,hru06           ,536.,.00,.535,1.63
274,9,30,1996,7,7,hru07           ,619.,.00,.619,.00
274,9,30,1996,8,8,hru08           ,615.,.00,.603,1.87
274,9,30,1996,9,9,hru09           ,719.,.00,.703,2.19
274,9,30,1996,10,10,hru10           ,414.,.00,.414,1.18
274,9,30,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
274,9,30,1996,12,12,hru12           ,132.,.00,.131,.378
274,9,30,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
275,10,1,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
275,10,1,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
275,10,1,1996,3,3,hru03           ,968.,.00,.968,.00
275,10,1,1996,4,4,hru04           ,905.,.00,.905,.00
275,10,1,1996,5,5,hru05           ,.209E+04,.00,2.05,6.37
275,10,1,1996,6,6,hru06           ,536.,.00,.535,1.63
275,10,1,1996,7,7,hru07           ,619.,.00,.619,.00
275,10,1,1996,8,8,hru08           ,615.,.00,.603,1.87
275,10,1,1996,9,9,hru09           ,719.,.00,.703,2.19
275,10,1,1996,10,10,hru10           ,414.,.00,.414,1.18
275,10,1,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
275,10,1,1996,12,12,hru12           ,132.,.00,.131,.378
275,10,1,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
276,10,2,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
276,10,2,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
276,10,2,1996,3,3,hru03           ,968.,.00,.968,.00
276,10,2,1996,4,4,hru04           ,905.,.00,.905,.00
276,10,2,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
276,10,2,1996,6,6,hru06           ,536.,.00,.535,1.53
276,10,2,1996,7,7,hru07           ,619.,.00,.619,.00
276,10,2,1996,8,8,hru08           ,615.,.00,.603,1.76
276,10,2,1996,9,9,hru09           ,719.,.00,.703,2.06
276,10,2,1996,10,10,hru10           ,414.,.00,.414,1.18
276,10,2,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
276,10,2,1996,12,12,hru12           ,132.,.00,.131,.378
276,10,2,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
277,10,3,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
277,10,3,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
277,10,3,1996,3,3,hru03           ,968.,.00,.968,.00
277,10,3,1996,4,4,hru04           ,905.,.00,.905,.00
277,10,3,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
277,10,3,1996,6,6,hru06           ,536.,.00,.535,1.63
277,10,3,1996,7,7,hru07           ,619.,.00,.619,.00
277,10,3,1996,8,8,hru08           ,615.,.00,.603,1.76
277,10,3,1996,9,9,hru09           ,719.,.00,.703,2.19
277,10,3,1996,10,10,hru10           ,414.,.00,.414,1.18
277,10,3,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
277,10,3,1996,12,12,hru12           ,132.,.00,.131,.378
277,10,3,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
278,10,4,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
278,10,4,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
278,10,4,1996,3,3,hru03           ,968.,.00,.968,.00
278,10,4,1996,4,4,hru04           ,905.,.00,.905,.00
278,10,4,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
278,10,4,1996,6,6,hru06           ,536.,.00,.535,1.53
278,10,4,1996,7,7,hru07           ,619.,.00,.619,.00
278,10,4,1996,8,8,hru08           ,615.,.00,.603,1.76
278,10,4,1996,9,9,hru09           ,719.,.00,.703,2.06
278,10,4,1996,10,10,hru10           ,414.,.00,.414,1.18
278,10,4,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
278,10,4,1996,12,12,hru12           ,132.,.00,.131,.378
278,10,4,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
279,10,5,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
279,10,5,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
279,10,5,1996,3,3,hru03           ,968.,.00,.968,.00
279,10,5,1996,4,4,hru04           ,905.,.00,.905,.00
279,10,5,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
279,10,5,1996,6,6,hru06           ,536.,.00,.535,1.53
279,10,5,1996,7,7,hru07           ,619.,.00,.619,.00
279,10,5,1996,8,8,hru08           ,615.,.00,.603,1.76
279,10,5,1996,9,9,hru09           ,719.,.00,.703,2.06
279,10,5,1996,10,10,hru10           ,414.,.00,.414,1.18
279,10,5,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
279,10,5,1996,12,12,hru12           ,132.,.00,.131,.378
279,10,5,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
280,10,6,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
280,10,6,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
280,10,6,1996,3,3,hru03           ,968.,.00,.968,.00
280,10,6,1996,4,4,hru04           ,905.,.00,.905,.00
280,10,6,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
280,10,6,1996,6,6,hru06           ,536.,.00,.535,1.53
280,10,6,1996,7,7,hru07           ,619.,.00,.619,.00
280,10,6,1996,8,8,hru08           ,615.,.00,.603,1.76
280,10,6,1996,9,9,hru09           ,719.,.00,.703,2.06
280,10,6,1996,10,10,hru10           ,414.,.00,.414,1.18
280,10,6,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
280,10,6,1996,12,12,hru12           ,132.,.00,.131,.378
280,10,6,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
281,10,7,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
281,10,7,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
281,10,7,1996,3,3,hru03           ,968.,.00,.968,.00
281,10,7,1996,4,4,hru04           ,905.,.00,.905,.00
281,10,7,1996,5,5,hru05           ,.209E+04,.00,2.05,5.99
281,10,7,1996,6,6,hru06           ,536.,.00,.535,1.53
281,10,7,1996,7,7,hru07           ,619.,.00,.619,.00
281,10,7,1996,8,8,hru08           ,615.,.00,.603,1.76
281,10,7,1996,9,9,hru09           ,719.,.00,.703,2.19
281,10,7,1996,10,10,hru10           ,414.,.00,.414,1.18
281,10,7,1996,11,11,hru11           ,79.8,.00,.769E-01,.228
281,10,7,1996,12,12,hru12           ,132.,.00,.131,.378
281,10,7,1996,13,13,hru13           ,35.1,.00,.349E-01,.107
282,10,8,1996,1,1,hru01           ,.186E+04,.00,1.85,.00
282,10,8,1996,2,2,hru02           ,.215E+04,.00,2.15,.00
282,10,8,1996,3,3,hru03           ,968.,.00,.968,.00
282,10,8,1996,4,4,hru04           ,905.,.00,.905,.00
