Jday,Day,Month,Year,HRUID,GIS_ID,HRU,Area(km2),lateral_flow(m3),surface_runoff(m3),ET(m3)
286,10,13,1998,4,4,hru04           ,905.,.00,.905,.00
286,10,13,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
286,10,13,1998,6,6,hru06           ,536.,.00,.535,1.53
286,10,13,1998,7,7,hru07           ,619.,.00,.619,.00
286,10,13,1998,8,8,hru08           ,615.,.00,.603,1.76
286,10,13,1998,9,9,hru09           ,719.,.00,.703,2.06
286,10,13,1998,10,10,hru10           ,414.,.00,.414,.00
286,10,13,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
286,10,13,1998,12,12,hru12           ,132.,.00,.131,.00
286,10,13,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
287,10,14,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
287,10,14,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
287,10,14,1998,3,3,hru03           ,968.,.00,.968,.00
287,10,14,1998,4,4,hru04           ,905.,.00,.905,.00
287,10,14,1998,5,5,hru05           ,.209E+04,.00,2.05,.552E+07
287,10,14,1998,6,6,hru06           ,536.,.00,.535,1.53
287,10,14,1998,7,7,hru07           ,619.,.00,.619,.00
287,10,14,1998,8,8,hru08           ,615.,.00,.603,.162E+07
287,10,14,1998,9,9,hru09           ,719.,.00,.703,2.06
287,10,14,1998,10,10,hru10           ,414.,.00,.414,.00
287,10,14,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
287,10,14,1998,12,12,hru12           ,132.,.00,.131,.00
287,10,14,1998,13,13,hru13           ,35.1,.00,.349E-01,.293E+06
288,10,15,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
288,10,15,1998,2,2,hru02           ,.215E+04,.00,2.15,.187E+08
288,10,15,1998,3,3,hru03           ,968.,.00,.968,.00
288,10,15,1998,4,4,hru04           ,905.,.00,.905,.835E+07
288,10,15,1998,5,5,hru05           ,.209E+04,.00,2.05,.732E+07
288,10,15,1998,6,6,hru06           ,536.,.00,.535,1.53
288,10,15,1998,7,7,hru07           ,619.,.00,.619,.00
288,10,15,1998,8,8,hru08           ,615.,.00,.603,.215E+07
288,10,15,1998,9,9,hru09           ,719.,.00,.703,2.06
288,10,15,1998,10,10,hru10           ,414.,.00,.414,.364E+07
288,10,15,1998,11,11,hru11           ,79.8,.00,.769E-01,.703E+06
288,10,15,1998,12,12,hru12           ,132.,.00,.131,.117E+07
288,10,15,1998,13,13,hru13           ,35.1,.00,.349E-01,.484E+05
289,10,16,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
289,10,16,1998,2,2,hru02           ,.215E+04,.00,2.15,.158E+08
289,10,16,1998,3,3,hru03           ,968.,.00,.968,.00
289,10,16,1998,4,4,hru04           ,905.,.00,.905,.685E+07
289,10,16,1998,5,5,hru05           ,.209E+04,.00,2.05,.615E+07
289,10,16,1998,6,6,hru06           ,536.,.00,.535,1.63
289,10,16,1998,7,7,hru07           ,619.,.00,.619,.00
289,10,16,1998,8,8,hru08           ,615.,.00,.603,.180E+07
289,10,16,1998,9,9,hru09           ,719.,.00,.703,2.19
289,10,16,1998,10,10,hru10           ,414.,.00,.414,.825E+06
289,10,16,1998,11,11,hru11           ,79.8,.00,.769E-01,.158E+06
289,10,16,1998,12,12,hru12           ,132.,.00,.131,.260E+06
289,10,16,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
290,10,17,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
290,10,17,1998,2,2,hru02           ,.215E+04,.00,2.15,.320E+07
290,10,17,1998,3,3,hru03           ,968.,.00,.968,.00
290,10,17,1998,4,4,hru04           ,905.,.00,.905,.220E+07
290,10,17,1998,5,5,hru05           ,.209E+04,.00,2.05,.294E+07
290,10,17,1998,6,6,hru06           ,536.,.00,.535,1.63
290,10,17,1998,7,7,hru07           ,619.,.00,.619,.00
290,10,17,1998,8,8,hru08           ,615.,.00,.603,.859E+06
290,10,17,1998,9,9,hru09           ,719.,.00,.703,2.19
290,10,17,1998,10,10,hru10           ,414.,.00,.414,.00
290,10,17,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
290,10,17,1998,12,12,hru12           ,132.,.00,.131,.00
290,10,17,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
291,10,18,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
291,10,18,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
291,10,18,1998,3,3,hru03           ,968.,.00,.968,.00
291,10,18,1998,4,4,hru04           ,905.,.00,.905,.00
291,10,18,1998,5,5,hru05           ,.209E+04,.00,2.05,.376E+07
291,10,18,1998,6,6,hru06           ,536.,.00,.535,1.63
291,10,18,1998,7,7,hru07           ,619.,.00,.619,.00
291,10,18,1998,8,8,hru08           ,615.,.00,.603,.110E+07
291,10,18,1998,9,9,hru09           ,719.,.00,.703,2.19
291,10,18,1998,10,10,hru10           ,414.,.00,.414,.00
291,10,18,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
291,10,18,1998,12,12,hru12           ,132.,.00,.131,.00
291,10,18,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
292,10,19,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
292,10,19,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
292,10,19,1998,3,3,hru03           ,968.,.00,.968,.00
292,10,19,1998,4,4,hru04           ,905.,.00,.905,.00
292,10,19,1998,5,5,hru05           ,.209E+04,.00,2.05,.418E+07
292,10,19,1998,6,6,hru06           ,536.,.00,.535,1.63
292,10,19,1998,7,7,hru07           ,619.,.00,.619,.00
292,10,19,1998,8,8,hru08           ,615.,.00,.603,.123E+07
292,10,19,1998,9,9,hru09           ,719.,.00,.703,2.19
292,10,19,1998,10,10,hru10           ,414.,.00,.414,.00
292,10,19,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
292,10,19,1998,12,12,hru12           ,132.,.00,.131,.00
292,10,19,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
293,10,20,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
293,10,20,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
293,10,20,1998,3,3,hru03           ,968.,.00,.968,.00
293,10,20,1998,4,4,hru04           ,905.,.00,.905,.00
293,10,20,1998,5,5,hru05           ,.209E+04,.00,2.05,.513E+07
293,10,20,1998,6,6,hru06           ,536.,.00,.535,1.63
293,10,20,1998,7,7,hru07           ,619.,.00,.619,.00
293,10,20,1998,8,8,hru08           ,615.,.00,.603,.150E+07
293,10,20,1998,9,9,hru09           ,719.,.00,.703,2.19
293,10,20,1998,10,10,hru10           ,414.,.00,.414,.00
293,10,20,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
293,10,20,1998,12,12,hru12           ,132.,.00,.131,.00
293,10,20,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
294,10,21,1998,1,1,hru01           ,.186E+04,.00,.183E+07,.00
294,10,21,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
294,10,21,1998,3,3,hru03           ,968.,.00,.968,.00
294,10,21,1998,4,4,hru04           ,905.,.00,.905,.00
294,10,21,1998,5,5,hru05           ,.209E+04,.00,2.05,.617E+07
294,10,21,1998,6,6,hru06           ,536.,.00,.535,.131E+07
294,10,21,1998,7,7,hru07           ,619.,.00,.299E+06,.00
294,10,21,1998,8,8,hru08           ,615.,.00,.603,.182E+07
294,10,21,1998,9,9,hru09           ,719.,.00,.703,2.19
294,10,21,1998,10,10,hru10           ,414.,.00,.414,.00
294,10,21,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
294,10,21,1998,12,12,hru12           ,132.,.00,.131,.00
294,10,21,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
295,10,22,1998,1,1,hru01           ,.186E+04,.00,658.,.115E+08
295,10,22,1998,2,2,hru02           ,.215E+04,.00,2.15,.137E+08
295,10,22,1998,3,3,hru03           ,968.,.00,.209E+07,.00
295,10,22,1998,4,4,hru04           ,905.,.00,.905,.626E+07
295,10,22,1998,5,5,hru05           ,.209E+04,.00,2.05,.528E+07
295,10,22,1998,6,6,hru06           ,536.,.00,.535,.144E+07
295,10,22,1998,7,7,hru07           ,619.,.00,153.,.429E+07
295,10,22,1998,8,8,hru08           ,615.,.00,.603,.155E+07
295,10,22,1998,9,9,hru09           ,719.,.00,.703,.126E+07
295,10,22,1998,10,10,hru10           ,414.,.00,.414,.00
295,10,22,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
295,10,22,1998,12,12,hru12           ,132.,.00,.131,.00
295,10,22,1998,13,13,hru13           ,35.1,.00,.349E-01,.185E+06
296,10,23,1998,1,1,hru01           ,.186E+04,.00,1.85,.127E+08
296,10,23,1998,2,2,hru02           ,.215E+04,.00,2.15,.154E+08
296,10,23,1998,3,3,hru03           ,968.,.00,9.23,.670E+07
296,10,23,1998,4,4,hru04           ,905.,.00,.905,.692E+07
296,10,23,1998,5,5,hru05           ,.209E+04,.00,2.05,.615E+07
296,10,23,1998,6,6,hru06           ,536.,.00,.535,.165E+07
296,10,23,1998,7,7,hru07           ,619.,.00,.619,.473E+07
296,10,23,1998,8,8,hru08           ,615.,.00,.603,.180E+07
296,10,23,1998,9,9,hru09           ,719.,.00,.703,.204E+07
296,10,23,1998,10,10,hru10           ,414.,.00,.414,.306E+07
296,10,23,1998,11,11,hru11           ,79.8,.00,.769E-01,.589E+06
296,10,23,1998,12,12,hru12           ,132.,.00,.131,.977E+06
296,10,23,1998,13,13,hru13           ,35.1,.00,.349E-01,.240E+06
297,10,24,1998,1,1,hru01           ,.186E+04,.00,1.85,.129E+08
297,10,24,1998,2,2,hru02           ,.215E+04,.00,2.15,.157E+08
297,10,24,1998,3,3,hru03           ,968.,.00,.968,.650E+07
297,10,24,1998,4,4,hru04           ,905.,.00,.905,.302E+06
297,10,24,1998,5,5,hru05           ,.209E+04,.00,2.05,.601E+07
297,10,24,1998,6,6,hru06           ,536.,.00,.535,.166E+07
297,10,24,1998,7,7,hru07           ,619.,.00,.619,.481E+07
297,10,24,1998,8,8,hru08           ,615.,.00,.603,.176E+07
297,10,24,1998,9,9,hru09           ,719.,.00,.703,.205E+07
297,10,24,1998,10,10,hru10           ,414.,.00,.414,.303E+07
297,10,24,1998,11,11,hru11           ,79.8,.00,.769E-01,.584E+06
297,10,24,1998,12,12,hru12           ,132.,.00,.131,.969E+06
297,10,24,1998,13,13,hru13           ,35.1,.00,.349E-01,.233E+06
298,10,25,1998,1,1,hru01           ,.186E+04,.00,1.85,.132E+08
298,10,25,1998,2,2,hru02           ,.215E+04,.00,2.15,.237E+07
298,10,25,1998,3,3,hru03           ,968.,.00,.968,.678E+07
298,10,25,1998,4,4,hru04           ,905.,.00,.905,.00
298,10,25,1998,5,5,hru05           ,.209E+04,.00,2.05,.628E+07
298,10,25,1998,6,6,hru06           ,536.,.00,.535,.167E+07
298,10,25,1998,7,7,hru07           ,619.,.00,.619,.408E+07
298,10,25,1998,8,8,hru08           ,615.,.00,.603,.184E+07
298,10,25,1998,9,9,hru09           ,719.,.00,.703,.208E+07
298,10,25,1998,10,10,hru10           ,414.,.00,.414,.162E+07
298,10,25,1998,11,11,hru11           ,79.8,.00,.769E-01,.313E+06
298,10,25,1998,12,12,hru12           ,132.,.00,.131,.515E+06
298,10,25,1998,13,13,hru13           ,35.1,.00,.349E-01,.100E+06
299,10,26,1998,1,1,hru01           ,.186E+04,.00,1.85,.879E+07
299,10,26,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
299,10,26,1998,3,3,hru03           ,968.,.00,.968,.628E+07
299,10,26,1998,4,4,hru04           ,905.,.00,.905,.00
299,10,26,1998,5,5,hru05           ,.209E+04,.00,2.05,.571E+07
299,10,26,1998,6,6,hru06           ,536.,.00,.535,.147E+07
299,10,26,1998,7,7,hru07           ,619.,.00,.619,.00
299,10,26,1998,8,8,hru08           ,615.,.00,.603,.167E+07
299,10,26,1998,9,9,hru09           ,719.,.00,.703,.182E+07
299,10,26,1998,10,10,hru10           ,414.,.00,.414,.00
299,10,26,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
299,10,26,1998,12,12,hru12           ,132.,.00,.131,.00
299,10,26,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
300,10,27,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
300,10,27,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
300,10,27,1998,3,3,hru03           ,968.,.00,.968,.608E+07
300,10,27,1998,4,4,hru04           ,905.,.00,.905,.00
300,10,27,1998,5,5,hru05           ,.209E+04,.00,2.05,.547E+07
300,10,27,1998,6,6,hru06           ,536.,.00,.535,.145E+07
300,10,27,1998,7,7,hru07           ,619.,.00,.619,.00
300,10,27,1998,8,8,hru08           ,615.,.00,.603,.161E+07
300,10,27,1998,9,9,hru09           ,719.,.00,.703,.179E+07
300,10,27,1998,10,10,hru10           ,414.,.00,.414,.00
300,10,27,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
300,10,27,1998,12,12,hru12           ,132.,.00,.131,.00
300,10,27,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
301,10,28,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
301,10,28,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
301,10,28,1998,3,3,hru03           ,968.,.00,.968,.271E+07
301,10,28,1998,4,4,hru04           ,905.,.00,.905,.00
301,10,28,1998,5,5,hru05           ,.209E+04,.00,2.05,.612E+07
301,10,28,1998,6,6,hru06           ,536.,.00,.535,.166E+07
301,10,28,1998,7,7,hru07           ,619.,.00,.619,.00
301,10,28,1998,8,8,hru08           ,615.,.00,.603,.180E+07
301,10,28,1998,9,9,hru09           ,719.,.00,.703,.206E+07
301,10,28,1998,10,10,hru10           ,414.,.00,.414,.00
301,10,28,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
301,10,28,1998,12,12,hru12           ,132.,.00,.131,.00
301,10,28,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
302,10,29,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
302,10,29,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
302,10,29,1998,3,3,hru03           ,968.,.00,.968,.00
302,10,29,1998,4,4,hru04           ,905.,.00,.905,.00
302,10,29,1998,5,5,hru05           ,.209E+04,.00,2.05,.437E+06
302,10,29,1998,6,6,hru06           ,536.,.00,.535,.193E+07
302,10,29,1998,7,7,hru07           ,619.,.00,.619,.00
302,10,29,1998,8,8,hru08           ,615.,.00,.603,.134E+06
302,10,29,1998,9,9,hru09           ,719.,.00,.703,.239E+07
302,10,29,1998,10,10,hru10           ,414.,.00,.414,.00
302,10,29,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
302,10,29,1998,12,12,hru12           ,132.,.00,.131,.00
302,10,29,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
303,10,30,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
303,10,30,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
303,10,30,1998,3,3,hru03           ,968.,.00,.968,.00
303,10,30,1998,4,4,hru04           ,905.,.00,.905,.00
303,10,30,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
303,10,30,1998,6,6,hru06           ,536.,.00,.535,.201E+07
303,10,30,1998,7,7,hru07           ,619.,.00,.619,.00
303,10,30,1998,8,8,hru08           ,615.,.00,.603,1.76
303,10,30,1998,9,9,hru09           ,719.,.00,.703,.250E+07
303,10,30,1998,10,10,hru10           ,414.,.00,.414,.00
303,10,30,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
303,10,30,1998,12,12,hru12           ,132.,.00,.131,.00
303,10,30,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
304,10,31,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
304,10,31,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
304,10,31,1998,3,3,hru03           ,968.,.00,.968,.00
304,10,31,1998,4,4,hru04           ,905.,.00,.905,.00
304,10,31,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
304,10,31,1998,6,6,hru06           ,536.,.00,.535,.188E+07
304,10,31,1998,7,7,hru07           ,619.,.00,.619,.00
304,10,31,1998,8,8,hru08           ,615.,.00,.603,1.76
304,10,31,1998,9,9,hru09           ,719.,.00,.703,.234E+07
304,10,31,1998,10,10,hru10           ,414.,.00,.414,.00
304,10,31,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
304,10,31,1998,12,12,hru12           ,132.,.00,.131,.00
304,10,31,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
305,11,1,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
305,11,1,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
305,11,1,1998,3,3,hru03           ,968.,.00,.968,.00
305,11,1,1998,4,4,hru04           ,905.,.00,.905,.00
305,11,1,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
305,11,1,1998,6,6,hru06           ,536.,.00,.535,.303E+06
305,11,1,1998,7,7,hru07           ,619.,.00,.619,.00
305,11,1,1998,8,8,hru08           ,615.,.00,.603,1.76
305,11,1,1998,9,9,hru09           ,719.,.00,.703,.182E+07
305,11,1,1998,10,10,hru10           ,414.,.00,.414,.00
305,11,1,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
305,11,1,1998,12,12,hru12           ,132.,.00,.131,.00
305,11,1,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
306,11,2,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
306,11,2,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
306,11,2,1998,3,3,hru03           ,968.,.00,.968,.00
306,11,2,1998,4,4,hru04           ,905.,.00,.905,.00
306,11,2,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
306,11,2,1998,6,6,hru06           ,536.,.00,.535,1.53
306,11,2,1998,7,7,hru07           ,619.,.00,.619,.00
306,11,2,1998,8,8,hru08           ,615.,.00,.603,1.76
306,11,2,1998,9,9,hru09           ,719.,.00,.703,2.06
306,11,2,1998,10,10,hru10           ,414.,.00,.414,.00
306,11,2,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
306,11,2,1998,12,12,hru12           ,132.,.00,.131,.00
306,11,2,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
307,11,3,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
307,11,3,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
307,11,3,1998,3,3,hru03           ,968.,.00,.968,.00
307,11,3,1998,4,4,hru04           ,905.,.00,.905,.00
307,11,3,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
307,11,3,1998,6,6,hru06           ,536.,.00,.535,1.53
307,11,3,1998,7,7,hru07           ,619.,.00,.619,.00
307,11,3,1998,8,8,hru08           ,615.,.00,.603,1.76
307,11,3,1998,9,9,hru09           ,719.,.00,.703,2.06
307,11,3,1998,10,10,hru10           ,414.,.00,.414,.00
307,11,3,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
307,11,3,1998,12,12,hru12           ,132.,.00,.131,.00
307,11,3,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
308,11,4,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
308,11,4,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
308,11,4,1998,3,3,hru03           ,968.,.00,.968,.00
308,11,4,1998,4,4,hru04           ,905.,.00,.905,.00
308,11,4,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
308,11,4,1998,6,6,hru06           ,536.,.00,.535,1.53
308,11,4,1998,7,7,hru07           ,619.,.00,.619,.00
308,11,4,1998,8,8,hru08           ,615.,.00,.603,1.76
308,11,4,1998,9,9,hru09           ,719.,.00,.703,2.06
308,11,4,1998,10,10,hru10           ,414.,.00,.414,.00
308,11,4,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
308,11,4,1998,12,12,hru12           ,132.,.00,.131,.00
308,11,4,1998,13,13,hru13           ,35.1,.00,.349E-01,.100
309,11,5,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
309,11,5,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
309,11,5,1998,3,3,hru03           ,968.,.00,.968,.00
309,11,5,1998,4,4,hru04           ,905.,.00,.905,.00
309,11,5,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
309,11,5,1998,6,6,hru06           ,536.,.00,.535,1.53
309,11,5,1998,7,7,hru07           ,619.,.00,.619,.00
309,11,5,1998,8,8,hru08           ,615.,.00,.603,1.76
309,11,5,1998,9,9,hru09           ,719.,.00,.703,2.06
309,11,5,1998,10,10,hru10           ,414.,.00,.414,.00
309,11,5,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
309,11,5,1998,12,12,hru12           ,132.,.00,.131,.00
309,11,5,1998,13,13,hru13           ,35.1,.00,.349E-01,.100
310,11,6,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
310,11,6,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
310,11,6,1998,3,3,hru03           ,968.,.00,.968,.00
310,11,6,1998,4,4,hru04           ,905.,.00,.905,.00
310,11,6,1998,5,5,hru05           ,.209E+04,.00,2.05,5.99
310,11,6,1998,6,6,hru06           ,536.,.00,.535,1.53
310,11,6,1998,7,7,hru07           ,619.,.00,.619,.00
310,11,6,1998,8,8,hru08           ,615.,.00,.603,1.76
310,11,6,1998,9,9,hru09           ,719.,.00,.703,2.06
310,11,6,1998,10,10,hru10           ,414.,.00,.414,.00
310,11,6,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
310,11,6,1998,12,12,hru12           ,132.,.00,.131,.00
310,11,6,1998,13,13,hru13           ,35.1,.00,.349E-01,.100
311,11,7,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
311,11,7,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
311,11,7,1998,3,3,hru03           ,968.,.00,.968,.00
311,11,7,1998,4,4,hru04           ,905.,.00,.905,.00
311,11,7,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
311,11,7,1998,6,6,hru06           ,536.,.00,.535,1.63
311,11,7,1998,7,7,hru07           ,619.,.00,.619,.00
311,11,7,1998,8,8,hru08           ,615.,.00,.603,1.87
311,11,7,1998,9,9,hru09           ,719.,.00,.703,2.19
311,11,7,1998,10,10,hru10           ,414.,.00,.414,.00
311,11,7,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
311,11,7,1998,12,12,hru12           ,132.,.00,.131,.00
311,11,7,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
312,11,8,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
312,11,8,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
312,11,8,1998,3,3,hru03           ,968.,.00,.968,.00
312,11,8,1998,4,4,hru04           ,905.,.00,.905,.00
312,11,8,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
312,11,8,1998,6,6,hru06           ,536.,.00,.535,1.63
312,11,8,1998,7,7,hru07           ,619.,.00,.619,.00
312,11,8,1998,8,8,hru08           ,615.,.00,.603,1.87
312,11,8,1998,9,9,hru09           ,719.,.00,.703,2.19
312,11,8,1998,10,10,hru10           ,414.,.00,.414,.00
312,11,8,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
312,11,8,1998,12,12,hru12           ,132.,.00,.131,.00
312,11,8,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
313,11,9,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
313,11,9,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
313,11,9,1998,3,3,hru03           ,968.,.00,.968,.00
313,11,9,1998,4,4,hru04           ,905.,.00,.905,.00
313,11,9,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
313,11,9,1998,6,6,hru06           ,536.,.00,.535,1.63
313,11,9,1998,7,7,hru07           ,619.,.00,.619,.00
313,11,9,1998,8,8,hru08           ,615.,.00,.603,1.87
313,11,9,1998,9,9,hru09           ,719.,.00,.703,2.19
313,11,9,1998,10,10,hru10           ,414.,.00,.414,.00
313,11,9,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
313,11,9,1998,12,12,hru12           ,132.,.00,.131,.00
313,11,9,1998,13,13,hru13           ,35.1,.00,.349E-01,.107
314,11,10,1998,1,1,hru01           ,.186E+04,.00,1.85,.00
314,11,10,1998,2,2,hru02           ,.215E+04,.00,2.15,.00
314,11,10,1998,3,3,hru03           ,968.,.00,.968,.00
314,11,10,1998,4,4,hru04           ,905.,.00,.905,.00
314,11,10,1998,5,5,hru05           ,.209E+04,.00,2.05,6.37
314,11,10,1998,6,6,hru06           ,536.,.00,.535,1.63
314,11,10,1998,7,7,hru07           ,619.,.00,.619,.00
314,11,10,1998,8,8,hru08           ,615.,.00,.603,1.87
314,11,10,1998,9,9,hru09           ,719.,.00,.703,2.19
314,11,10,1998,10,10,hru10           ,414.,.00,.414,.00
314,11,10,1998,11,11,hru11           ,79.8,.00,.769E-01,.00
314,11,10,1998,12,12,hru12           ,132.,.00,.131,.00
